Latitude	Longitude	Name	Dome Camera	Button Camera	Police Box	Notes	Region	URL
42.305567	-71.0803971	Columbia and Washington		1	1		Roxbury	https://www.google.com/maps/@42.305567,-71.0803971,3a,75y,346.12h,108.68t/data=!3m6!1e1!3m4!1s_4pu9ZHwNZt4zj_C-Khubw!2e0!7i16384!8i8192
42.3093933	-71.0733984	Columbia and Columbia	1		1		Roxbury	https://www.google.com/maps/@42.3093933,-71.0733984,3a,25.5y,80.09h,100.31t/data=!3m6!1e1!3m4!1s3O4W7pYZA9i169GwrgpWxA!2e0!7i16384!8i8192
42.3174498	-71.0779524	Blue Hill and Ingleside	1		1		Roxbury	https://www.google.com/maps/@42.3174498,-71.0779524,3a,75y,93.18h,94.33t/data=!3m6!1e1!3m4!1sf0ajbJgJ0bLhX6_iU4CZbw!2e0!7i16384!8i8192
42.3134164	-71.0793617	Blue Hill and Lawrence			1		Roxbury	https://www.google.com/maps/@42.3134164,-71.0793617,3a,75y,272.18h,105.34t/data=!3m6!1e1!3m4!1sIY421AW-yQZumtlGi309fw!2e0!7i16384!8i8192
42.3118736	-71.0807861	Blue Hill and Intervale	1		1		Roxbury	https://www.google.com/maps/@42.3118736,-71.0807861,3a,75y,258.69h,86.59t/data=!3m6!1e1!3m4!1skncM11e1ACVymdzto-YAyA!2e0!7i16384!8i8192
42.310287	-71.0820393	Blue Hill and Sunderland	1	1	1		Roxbury	https://www.google.com/maps/@42.310287,-71.0820393,3a,31.9y,5.46h,100.39t/data=!3m6!1e1!3m4!1sNav_vOmE1nLYBVyttvMy1g!2e0!7i16384!8i8192
42.3083389	-71.083082	Blue Hill and Washington	1	2	1		Roxbury	https://www.google.com/maps/@42.3083389,-71.083082,3a,75y,33.39h,100.25t/data=!3m6!1e1!3m4!1sN-_1odt2qgnl9MndtIMz_Q!2e0!7i16384!8i8192
42.3192085	-71.0814295	Warren 3			1		Roxbury	https://www.google.com/maps/@42.3192085,-71.0814295,3a,20.5y,115.61h,122.67t/data=!3m6!1e1!3m4!1swr8UFkRNL68kxLQdZ_NLxA!2e0!7i16384!8i8192
42.3329158	-71.0811168	Melnea Cass and Washington	1				Roxbury	https://www.google.com/maps/@42.3329158,-71.0811168,3a,75y,190.46h,108.25t/data=!3m6!1e1!3m4!1sqNu3-A8eJ2wLRtoIJ4pyPQ!2e0!7i13312!8i6656
42.3321139	-71.0793659	Melnea Cass and Harrison	1				Roxbury	https://www.google.com/maps/@42.3321139,-71.0793659,3a,75y,301.98h,114.08t/data=!3m6!1e1!3m4!1seoJh9xkx2D98qR7xRcXaOQ!2e0!7i16384!8i8192
42.3312066	-71.0770615	Melnea Cass and Albany	1				Roxbury	https://www.google.com/maps/@42.3312066,-71.0770615,3a,35y,90.92h,113.83t/data=!3m6!1e1!3m4!1sF1nDCnshpiZn17bhxkFd4A!2e0!7i16384!8i8192
42.3313414	-71.0748317	Melnea Cass and Hampden	1				Roxbury	https://www.google.com/maps/@42.3313414,-71.0748317,3a,75y,341.54h,105.94t/data=!3m6!1e1!3m4!1ssktKWxuD7Z4LgUFWObuQCQ!2e0!7i16384!8i8192
42.3325373	-71.0724178	Melndea Cass and Mass Ave	1				Roxbury	https://www.google.com/maps/@42.3325373,-71.0724178,3a,34.1y,325.45h,112.11t/data=!3m6!1e1!3m4!1s16byrU5HuRqQshUqHW9HTw!2e0!7i16384!8i8192
42.3251457	-71.0748679	Dudley and Magazine	1				Roxbury	https://www.google.com/maps/@42.3251457,-71.0748679,3a,35.7y,273.82h,102.37t/data=!3m6!1e1!3m4!1sryAP6T7QsB-2Jb0X2OEgEw!2e0!7i16384!8i8192
42.3277577	-71.0775119	Dudley and Adams	1				Roxbury	https://www.google.com/maps/@42.3277577,-71.0775119,3a,42.3y,287.38h,104.12t/data=!3m6!1e1!3m4!1si69whfmKV5vQ62iCf0nU9w!2e0!7i16384!8i8192
42.3285849	-71.0834345	Dudley and Warren	2				Roxbury	https://www.google.com/maps/@42.3285849,-71.0834345,3a,35.9y,81.57h,103.55t/data=!3m6!1e1!3m4!1s1K-qBK4y_asJ6WgGLuN_xg!2e0!7i16384!8i8192
42.3288607	-71.085021	Dudley and Washington	1				Roxbury	https://www.google.com/maps/@42.3288607,-71.085021,3a,75y,244.69h,98.78t/data=!3m6!1e1!3m4!1sNZa9Y3hi_2SmXfTM7StuxQ!2e0!7i16384!8i8192
42.3319819	-71.0817301	Washington and Eustis	1				Roxbury	https://www.google.com/maps/@42.3319819,-71.0817301,3a,34.7y,77.35h,104.71t/data=!3m6!1e1!3m4!1s6xTpdmKe2Prza2nu2MU5FQ!2e0!7i16384!8i8192
42.3299874	-71.0749008	Hampden and Kemble	2			Unclear if public	Roxbury	https://www.google.com/maps/@42.3299874,-71.0749008,3a,22y,143.33h,103.3t/data=!3m6!1e1!3m4!1s4-IuGYaJrKRQ09Stg9q8Wg!2e0!7i16384!8i8192
42.3304282	-71.074841	Hampden	1			Unclear if public	Roxbury	https://www.google.com/maps/@42.3304282,-71.074841,3a,15y,161.6h,101.8t/data=!3m6!1e1!3m4!1sDoRANZNC2LvL4gGEfxXHvw!2e0!7i16384!8i8192
42.3298921	-71.0743817	Kemble and Reading	2			Unclear if public	Roxbury	https://www.google.com/maps/@42.3298921,-71.0743817,3a,34.3y,274.69h,109.23t/data=!3m6!1e1!3m4!1sokyZjKbHt61AwDVgbuKrsg!2e0!7i16384!8i8192
42.327742	-71.0693056	Allerton		1	1		Roxbury	https://www.google.com/maps/@42.327742,-71.0693056,3a,72.9y,60.13h,109.74t/data=!3m6!1e1!3m4!1sIYFP_qqvPLse343zR_ipqQ!2e0!7i16384!8i8192
42.3278371	-71.0732138	Norfolk	1				Roxbury	https://www.google.com/maps/@42.3278371,-71.0732138,3a,29.6y,61.24h,104.41t/data=!3m6!1e1!3m4!1sVEu1oYXj8Ms4_wgYtLCieQ!2e0!7i16384!8i8192
42.3344406	-71.0896585	Tremont and Ruggles 2	1			same intersection as Tremont and Ruggles 1	Roxbury	https://www.google.com/maps/@42.3344406,-71.0896585,3a,38.3y,337.25h,98.75t/data=!3m6!1e1!3m4!1s1fogXzpYqOXwNEiYDbEkjQ!2e0!7i16384!8i8192
42.3263037	-71.0975682	Columbus and New Heath	1				Roxbury	https://www.google.com/maps/@42.3263037,-71.0975682,3a,44.8y,201.44h,94.43t/data=!3m6!1e1!3m4!1skzphgiFODAD9jKkPxnzkXw!2e0!7i16384!8i8192
42.3159086	-71.0983404	Columbus and Washington	2				Roxbury	https://www.google.com/maps/@42.3159086,-71.0983404,3a,28.4y,208.62h,114.9t/data=!3m6!1e1!3m4!1seQPp2BNNdZc2gQmOAfjRFg!2e0!7i16384!8i8192
42.3132077	-71.0949499	Columbus and Walnut	1				Roxbury	https://www.google.com/maps/@42.3132077,-71.0949499,3a,75y,292.44h,101.69t/data=!3m6!1e1!3m4!1sEF_xcUCM0I2Yf0MQbNtBfQ!2e0!7i16384!8i8192
42.3099468	-71.0921747	Seaver and Humboldt	1				Roxbury	https://www.google.com/maps/@42.3099468,-71.0921747,3a,34.2y,186.61h,100.6t/data=!3m6!1e1!3m4!1sEZyHrF5YUi8tGNJKTeC_YQ!2e0!7i16384!8i8192
42.2924003	-71.0795	Talbot and Bernard	1				Roxbury	https://www.google.com/maps/@42.2924003,-71.0795,3a,75y,285.39h,108.65t/data=!3m6!1e1!3m4!1sH33iLHMgHj333PK6MXduag!2e0!7i16384!8i8192
42.3018544	-71.085542	Blue Hill and Glenway	1				Roxbury	https://www.google.com/maps/@42.3018544,-71.085542,3a,36y,11.52h,98.62t/data=!3m6!1e1!3m4!1sCIrYczgzzeO8KcpOHEIhww!2e0!7i16384!8i8192
42.2948695	-71.0880567	Blue Hill and Talbot	3				Roxbury	https://www.google.com/maps/@42.2948695,-71.0880567,3a,34.5y,123.56h,109.62t/data=!3m6!1e1!3m4!1sXQuskk4nwvomqgaNpqXgLA!2e0!7i16384!8i8192
42.3060161	-71.0781403	Columbia and Geneva	1				Roxbury	https://www.google.com/maps/@42.3060161,-71.0781403,3a,35.7y,233.46h,111.02t/data=!3m6!1e1!3m4!1se2Om-gTIf7-_4zbIv580VQ!2e0!7i16384!8i8192
42.3216849	-71.0919595	Washington and MLK	1				Roxbury	https://www.google.com/maps/@42.3216849,-71.0919595,3a,38.5y,268.28h,104.05t/data=!3m6!1e1!3m4!1sIAVaX1jN8KxsLod5BcbMkg!2e0!7i16384!8i8192
42.3204997	-71.0777381	Blue Hill and W Cottage		1			Roxbury	https://www.google.com/maps/@42.3204997,-71.0777381,3a,22.9y,37.2h,97.72t/data=!3m6!1e1!3m4!1sT81Ylsr4arePX0MyDdIPog!2e0!7i16384!8i8192
42.3146061	-71.0787606	Blue Hill and Quincy	1				Roxbury	https://www.google.com/maps/@42.3146061,-71.0787606,3a,75y,29.82h,93.95t/data=!3m6!1e1!3m4!1sN5TER87TytRs-ZTb0hUiNg!2e0!7i13312!8i6656
42.3095798	-71.0825872	Blue Hill and Warren	2				Roxbury	https://www.google.com/maps/@42.3095798,-71.0825872,3a,31.3y,134.71h,102.24t/data=!3m6!1e1!3m4!1sUNpHg-NYf2-M7VnOQZXP8Q!2e0!7i16384!8i8192
42.307416	-71.0840384	Blue Hill and Castlegate	1				Roxbury	https://www.google.com/maps/@42.307416,-71.0840384,3a,75y,211.99h,115.01t/data=!3m6!1e1!3m4!1sHqQA4x_3ZU1Dk0izTFABBw!2e0!7i16384!8i8192
42.3192685	-71.0863524	MLK and Humboldt	1				Roxbury	https://www.google.com/maps/@42.3192685,-71.0863524,3a,52.5y,350.56h,118.68t/data=!3m6!1e1!3m4!1sVK7HbXVJMJ-u_Cc9jqjJ4A!2e0!7i16384!8i8192
42.314614	-71.0995238	Washington and School	1				Roxbury	https://www.google.com/maps/@42.314614,-71.0995238,3a,75y,223.16h,95.17t/data=!3m6!1e1!3m4!1shpanv-6Aim0oy3cwgLz84A!2e0!7i16384!8i8192
42.3122934	-71.1016753	Washington and Forest Hills	1			black camera	Roxbury	https://www.google.com/maps/@42.3122934,-71.1016753,3a,33.3y,27.25h,108.98t/data=!3m6!1e1!3m4!1sDvjyfWIA3qhrLurqv82PRw!2e0!7i16384!8i8192
42.2877014	-71.1066422	American Legion and Walk Hill	1				Rosindale	https://www.google.com/maps/@42.2876485,-71.1065151,3a,35.3y,2.45h,105.53t/data=!3m6!1e1!3m4!1szIe_8t3as6ZLYkHyHcv4ow!2e0!7i16384!8i8192
42.3623612	-71.0510811	Atlantic and Commercial	1				North End	https://www.google.com/maps/@42.3623612,-71.0510811,3a,30.9y,93.89h,95.02t/data=!3m7!1e1!3m5!1sgJCxYe-2n8yfz66f-wXLEg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DgJCxYe-2n8yfz66f-wXLEg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D0.4885859%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192
42.3064885	-71.107515	Washington and Williams	1				Jamaica Plain	https://www.google.com/maps/@42.3064885,-71.107515,3a,34y,83.27h,105.08t/data=!3m7!1e1!3m5!1s8PVf5pf3rFi0dFqz_-XdVg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D8PVf5pf3rFi0dFqz_-XdVg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D188.61838%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192
42.3055298	-71.1084469	Washington and Rossmore	1				Jamaica Plain	https://www.google.com/maps/@42.3055298,-71.1084469,3a,36.9y,55.36h,106.9t/data=!3m6!1e1!3m4!1szpLVhqdHkUPsXrCmSXCDvQ!2e0!7i16384!8i8192
42.3013646	-71.1127431	Washington and New Washington	1				Jamaica Plain	https://www.google.com/maps/@42.3013646,-71.1127431,3a,75y,84.77h,100.63t/data=!3m6!1e1!3m4!1sC28tJ8Cg1dWfxPd5jFe3Dg!2e0!7i16384!8i8192
42.345388	-71.0982873	Fenway 1			1		Fenway-Kenmore	https://www.google.com/maps/@42.345388,-71.0982873,3a,37.2y,225.37h,108.89t/data=!3m7!1e1!3m5!1s2HVkZowX4wGQd8qvOwTjKA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D2HVkZowX4wGQd8qvOwTjKA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D244.31508%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192
42.345388	-71.0982873	Fenway 2	1				Fenway-Kenmore	https://www.google.com/maps/@42.345388,-71.0982873,3a,36.5y,327.57h,98.32t/data=!3m6!1e1!3m4!1s2HVkZowX4wGQd8qvOwTjKA!2e0!7i16384!8i8192
42.3488365	-71.0976991	Beacon	2				Fenway-Kenmore	https://www.google.com/maps/@42.3488505,-71.0973139,3a,38.8y,59.29h,100.2t/data=!3m6!1e1!3m4!1sdeXMtJfb4UNQhHmkH6Mx0g!2e0!7i16384!8i8192
42.356769	-71.0755462	Esplanade 1	1				Esplanade	https://www.google.com/maps/@42.356679,-71.0756379,2a,29.2y,67.23h,123.19t/data=!3m6!1e1!3m4!1s7XX7LI2cvh6UffgJhExX4Q!2e0!7i13312!8i6656
42.3524907	-71.0878138	Esplanade 2	1				Esplanade	https://www.google.com/maps/@42.3524907,-71.0878138,2a,75y,172.03h,110.13t/data=!3m7!1e1!3m5!1sh8jpTBZy7eeFBrhORgzgUA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dh8jpTBZy7eeFBrhORgzgUA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D242.3799%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3526216	-71.0872975	Esplanade 3	1				Esplanade	https://www.google.com/maps/@42.3526216,-71.0872975,2a,75y,210.24h,115.05t/data=!3m7!1e1!3m5!1sToLzmhxpR8hdeE1A2s-fIQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DToLzmhxpR8hdeE1A2s-fIQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D243.17021%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3530152	-71.0859372	Esplanade 4	2				Esplanade	https://www.google.com/maps/@42.3530152,-71.0859372,2a,75y,263.69h,90t/data=!3m7!1e1!3m5!1smz53zcAViC6hO1-TeeD2sA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dmz53zcAViC6hO1-TeeD2sA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D261.4869%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3537439	-71.0847765	Esplanade 5	1				Esplanade	https://www.google.com/maps/@42.3537439,-71.0847765,2a,32.9y,161.57h,106.99t/data=!3m7!1e1!3m5!1stm8TrfNN5XRsojib8dCZXg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dtm8TrfNN5XRsojib8dCZXg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D192.83011%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3541788	-71.0838403	Esplanade 6	2				Esplanade	https://www.google.com/maps/@42.354149,-71.0839564,2a,75y,290.12h,113.05t/data=!3m6!1e1!3m4!1skUaQBcdwYPPW3FtJW8Cc8A!2e0!7i13312!8i6656
42.3545501	-71.0824548	Esplanade 7	2				Esplanade	https://www.google.com/maps/@42.3545501,-71.0824548,2a,75y,277.92h,110.21t/data=!3m7!1e1!3m5!1swLt0dKMhH6MbOSJYHHcJVg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DwLt0dKMhH6MbOSJYHHcJVg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D254.54247%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3547135	-71.0814003	Esplanade 8	1				Esplanade	https://www.google.com/maps/@42.3547135,-71.0814003,2a,75y,275.83h,101.81t,4.37r/data=!3m7!1e1!3m5!1s2kTjs3agsRmF-RaIjKKelQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D2kTjs3agsRmF-RaIjKKelQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D59.88253%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3549584	-71.0809381	Esplanade 9	1				Esplanade	https://www.google.com/maps/@42.3549584,-71.0809381,2a,75y,273.86h,104.55t/data=!3m7!1e1!3m5!1slPuHLbp9Q1B8j0JQJmyK8g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DlPuHLbp9Q1B8j0JQJmyK8g%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D80.637024%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3558864	-71.0777875	Esplanade 10	1				Esplanade	https://www.google.com/maps/@42.3558864,-71.0777875,2a,31.3y,210.01h,114.12t/data=!3m7!1e1!3m5!1sWDlkvzs3aGaWDbgWToJomw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DWDlkvzs3aGaWDbgWToJomw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D82.810074%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3561148	-71.0769503	Esplanade 11	1				Esplanade	https://www.google.com/maps/@42.3561148,-71.0769503,2a,75y,241.52h,98.31t,2.96r/data=!3m7!1e1!3m5!1spHBDdSgu-y1q9lWRyKFrxg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DpHBDdSgu-y1q9lWRyKFrxg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D253.40843%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
42.3564782	-71.0758901	Esplanade 12	2				Esplanade	https://www.google.com/maps/@42.3564782,-71.0758901,2a,75y,228.71h,92.88t/data=!3m6!1e1!3m4!1sCyGPnv0NQQ2QbI26x_CQ5Q!2e0!7i13312!8i6656
42.353093	-71.0607769	Chauncey and Ave de Lafeyette	1		1		Downtown Crossing	https://www.google.com/maps/@42.353093,-71.0607769,3a,38.3y,109.15h,103.76t/data=!3m7!1e1!3m5!1sr__a3OGxbsAQI6feAURvaA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dr__a3OGxbsAQI6feAURvaA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D180.82584%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192
42.3531505	-71.0614251	Harrison and Hayward	1	2	1		Downtown Crossing	https://www.google.com/maps/@42.3531505,-71.0614251,3a,30.8y,101.27h,90.32t/data=!3m7!1e1!3m5!1sZq_Xb2irlha9E9w33c6lCg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DZq_Xb2irlha9E9w33c6lCg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D254.01402%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192
